Country,Obesity Rate,Male Obesity Rate,Female Obesity Rate,average_price,item_name
Philippines,8.7,7.3,10.2,3.74,"Meal at an Inexpensive Restaurant, Restaurants"
Philippines,8.7,7.3,10.2,20.3,"Meal for Two at a Mid-Range Restaurant (Three Courses, Without Drinks), Restaurants"
Philippines,8.7,7.3,10.2,3.38,"Combo Meal at McDonald's (or Equivalent Fast-Food Meal), Restaurants"
Philippines,8.7,7.3,10.2,1.27,"Domestic Draft Beer (0.5 Liter), Restaurants"
Philippines,8.7,7.3,10.2,2.03,"Imported Beer (0.33 Liter Bottle), Restaurants"
Philippines,8.7,7.3,10.2,0.71,"Soft Drink (Coca-Cola or Pepsi, 0.33 Liter Bottle), Restaurants"
Philippines,8.7,7.3,10.2,0.38,"Bottled Water (0.33 Liter), Restaurants"
Philippines,8.7,7.3,10.2,1.79,"Milk (Regular, 1 Liter), Markets"
Philippines,8.7,7.3,10.2,1.25,"Fresh White Bread (500 g Loaf), Markets"
Philippines,8.7,7.3,10.2,2.04,"Eggs (12, Large Size), Markets"
Philippines,8.7,7.3,10.2,7.38,"Local Cheese (1 kg), Markets"
Philippines,8.7,7.3,10.2,0.69,"Bottled Water (1.5 Liter), Markets"
Philippines,8.7,7.3,10.2,6.43,"Bottle of Wine (Mid-Range), Markets"
Philippines,8.7,7.3,10.2,1.19,"Domestic Beer (0.5 Liter Bottle), Markets"
Philippines,8.7,7.3,10.2,1.84,"Imported Beer (0.33 Liter Bottle), Markets"
Philippines,8.7,7.3,10.2,3.05,"Cigarettes (Pack of 20, Marlboro), Markets"
Philippines,8.7,7.3,10.2,4.3,"Chicken Fillets (1 kg), Markets"
Philippines,8.7,7.3,10.2,2.9,"Apples (1 kg), Markets"
Philippines,8.7,7.3,10.2,2.61,"Oranges (1 kg), Markets"
Philippines,8.7,7.3,10.2,2.25,"Potatoes (1 kg), Markets"
Philippines,8.7,7.3,10.2,1.4,"Lettuce (1 Head), Markets"
Philippines,8.7,7.3,10.2,2.3,"Cappuccino (Regular Size), Restaurants"
Philippines,8.7,7.3,10.2,0.95,"White Rice (1 kg), Markets"
Philippines,8.7,7.3,10.2,1.59,"Tomatoes (1 kg), Markets"
Philippines,8.7,7.3,10.2,1.46,"Bananas (1 kg), Markets"
Philippines,8.7,7.3,10.2,2.54,"Onions (1 kg), Markets"
Philippines,8.7,7.3,10.2,7.22,"Beef Round or Equivalent Back Leg Red Meat (1 kg), Markets"
Senegal,8.7,3.4,13.5,4.44,"Meal at an Inexpensive Restaurant, Restaurants"
Senegal,8.7,3.4,13.5,53.26,"Meal for Two at a Mid-Range Restaurant (Three Courses, Without Drinks), Restaurants"
Senegal,8.7,3.4,13.5,11.54,"Combo Meal at McDonald's (or Equivalent Fast-Food Meal), Restaurants"
Senegal,8.7,3.4,13.5,2.66,"Domestic Draft Beer (0.5 Liter), Restaurants"
Senegal,8.7,3.4,13.5,4.42,"Imported Beer (0.33 Liter Bottle), Restaurants"
Senegal,8.7,3.4,13.5,1.31,"Soft Drink (Coca-Cola or Pepsi, 0.33 Liter Bottle), Restaurants"
Senegal,8.7,3.4,13.5,0.55,"Bottled Water (0.33 Liter), Restaurants"
Senegal,8.7,3.4,13.5,2.41,"Milk (Regular, 1 Liter), Markets"
Senegal,8.7,3.4,13.5,0.52,"Fresh White Bread (500 g Loaf), Markets"
Senegal,8.7,3.4,13.5,2.49,"Eggs (12, Large Size), Markets"
Senegal,8.7,3.4,13.5,12.78,"Local Cheese (1 kg), Markets"
Senegal,8.7,3.4,13.5,0.78,"Bottled Water (1.5 Liter), Markets"
Senegal,8.7,3.4,13.5,12.43,"Bottle of Wine (Mid-Range), Markets"
Senegal,8.7,3.4,13.5,1.59,"Domestic Beer (0.5 Liter Bottle), Markets"
Senegal,8.7,3.4,13.5,2.43,"Imported Beer (0.33 Liter Bottle), Markets"
Senegal,8.7,3.4,13.5,1.78,"Cigarettes (Pack of 20, Marlboro), Markets"
Senegal,8.7,3.4,13.5,9.36,"Chicken Fillets (1 kg), Markets"
Senegal,8.7,3.4,13.5,3.06,"Apples (1 kg), Markets"
Senegal,8.7,3.4,13.5,2.89,"Oranges (1 kg), Markets"
Senegal,8.7,3.4,13.5,1.51,"Potatoes (1 kg), Markets"
Senegal,8.7,3.4,13.5,1.05,"Lettuce (1 Head), Markets"
Senegal,8.7,3.4,13.5,4.38,"Cappuccino (Regular Size), Restaurants"
Senegal,8.7,3.4,13.5,1.66,"White Rice (1 kg), Markets"
Senegal,8.7,3.4,13.5,2.02,"Tomatoes (1 kg), Markets"
Senegal,8.7,3.4,13.5,1.97,"Bananas (1 kg), Markets"
Senegal,8.7,3.4,13.5,1.35,"Onions (1 kg), Markets"
Senegal,8.7,3.4,13.5,11.11,"Beef Round or Equivalent Back Leg Red Meat (1 kg), Markets"
Guinea,8.3,4.8,11.5,6.43,"Meal at an Inexpensive Restaurant, Restaurants"
Guinea,8.3,4.8,11.5,31,"Meal for Two at a Mid-Range Restaurant (Three Courses, Without Drinks), Restaurants"
Guinea,8.3,4.8,11.5,10.77,"Combo Meal at McDonald's (or Equivalent Fast-Food Meal), Restaurants"
Guinea,8.3,4.8,11.5,2.5,"Domestic Draft Beer (0.5 Liter), Restaurants"
Guinea,8.3,4.8,11.5,4.05,"Imported Beer (0.33 Liter Bottle), Restaurants"
Guinea,8.3,4.8,11.5,1.62,"Soft Drink (Coca-Cola or Pepsi, 0.33 Liter Bottle), Restaurants"
Guinea,8.3,4.8,11.5,1.2,"Bottled Water (0.33 Liter), Restaurants"
Guinea,8.3,4.8,11.5,2.17,"Milk (Regular, 1 Liter), Markets"
Guinea,8.3,4.8,11.5,1.53,"Fresh White Bread (500 g Loaf), Markets"
Guinea,8.3,4.8,11.5,3.95,"Eggs (12, Large Size), Markets"
Guinea,8.3,4.8,11.5,18.56,"Local Cheese (1 kg), Markets"
Guinea,8.3,4.8,11.5,1.08,"Bottled Water (1.5 Liter), Markets"
Guinea,8.3,4.8,11.5,11,"Bottle of Wine (Mid-Range), Markets"
Guinea,8.3,4.8,11.5,1.58,"Domestic Beer (0.5 Liter Bottle), Markets"
Guinea,8.3,4.8,11.5,1.75,"Imported Beer (0.33 Liter Bottle), Markets"
Guinea,8.3,4.8,11.5,1.16,"Cigarettes (Pack of 20, Marlboro), Markets"
Guinea,8.3,4.8,11.5,6.25,"Chicken Fillets (1 kg), Markets"
Guinea,8.3,4.8,11.5,2.48,"Apples (1 kg), Markets"
Guinea,8.3,4.8,11.5,2.57,"Oranges (1 kg), Markets"
Guinea,8.3,4.8,11.5,1.9,"Potatoes (1 kg), Markets"
Guinea,8.3,4.8,11.5,1.05,"Lettuce (1 Head), Markets"
Guinea,8.3,4.8,11.5,3.32,"Cappuccino (Regular Size), Restaurants"
Guinea,8.3,4.8,11.5,1.5,"White Rice (1 kg), Markets"
Guinea,8.3,4.8,11.5,2.67,"Tomatoes (1 kg), Markets"
Guinea,8.3,4.8,11.5,2.44,"Bananas (1 kg), Markets"
Guinea,8.3,4.8,11.5,1.9,"Onions (1 kg), Markets"
Guinea,8.3,4.8,11.5,10.05,"Beef Round or Equivalent Back Leg Red Meat (1 kg), Markets"
China,8.2,8.5,7.9,2.83,"Meal at an Inexpensive Restaurant, Restaurants"
China,8.2,8.5,7.9,21.21,"Meal for Two at a Mid-Range Restaurant (Three Courses, Without Drinks), Restaurants"
China,8.2,8.5,7.9,4.95,"Combo Meal at McDonald's (or Equivalent Fast-Food Meal), Restaurants"
China,8.2,8.5,7.9,0.99,"Domestic Draft Beer (0.5 Liter), Restaurants"
China,8.2,8.5,7.9,2.12,"Imported Beer (0.33 Liter Bottle), Restaurants"
China,8.2,8.5,7.9,0.47,"Soft Drink (Coca-Cola or Pepsi, 0.33 Liter Bottle), Restaurants"
China,8.2,8.5,7.9,0.28,"Bottled Water (0.33 Liter), Restaurants"
China,8.2,8.5,7.9,1.79,"Milk (Regular, 1 Liter), Markets"
China,8.2,8.5,7.9,1.63,"Fresh White Bread (500 g Loaf), Markets"
China,8.2,8.5,7.9,1.57,"Eggs (12, Large Size), Markets"
China,8.2,8.5,7.9,13.05,"Local Cheese (1 kg), Markets"
China,8.2,8.5,7.9,0.56,"Bottled Water (1.5 Liter), Markets"
China,8.2,8.5,7.9,11.31,"Bottle of Wine (Mid-Range), Markets"
China,8.2,8.5,7.9,0.82,"Domestic Beer (0.5 Liter Bottle), Markets"
China,8.2,8.5,7.9,1.65,"Imported Beer (0.33 Liter Bottle), Markets"
China,8.2,8.5,7.9,3.54,"Cigarettes (Pack of 20, Marlboro), Markets"
China,8.2,8.5,7.9,3.35,"Chicken Fillets (1 kg), Markets"
China,8.2,8.5,7.9,1.81,"Apples (1 kg), Markets"
China,8.2,8.5,7.9,1.47,"Oranges (1 kg), Markets"
China,8.2,8.5,7.9,0.73,"Potatoes (1 kg), Markets"
China,8.2,8.5,7.9,0.6,"Lettuce (1 Head), Markets"
China,8.2,8.5,7.9,2.94,"Cappuccino (Regular Size), Restaurants"
China,8.2,8.5,7.9,0.93,"White Rice (1 kg), Markets"
China,8.2,8.5,7.9,1.19,"Tomatoes (1 kg), Markets"
China,8.2,8.5,7.9,1.24,"Bananas (1 kg), Markets"
China,8.2,8.5,7.9,0.9,"Onions (1 kg), Markets"
China,8.2,8.5,7.9,10.7,"Beef Round or Equivalent Back Leg Red Meat (1 kg), Markets"
Republic of the Congo,8,3.7,12.1,11.64,"Meal at an Inexpensive Restaurant, Restaurants"
Republic of the Congo,8,3.7,12.1,40.76,"Meal for Two at a Mid-Range Restaurant (Three Courses, Without Drinks), Restaurants"
Republic of the Congo,8,3.7,12.1,5.09,"Combo Meal at McDonald's (or Equivalent Fast-Food Meal), Restaurants"
Republic of the Congo,8,3.7,12.1,5.8,"Domestic Draft Beer (0.5 Liter), Restaurants"
Republic of the Congo,8,3.7,12.1,2.66,"Imported Beer (0.33 Liter Bottle), Restaurants"
Republic of the Congo,8,3.7,12.1,1.64,"Soft Drink (Coca-Cola or Pepsi, 0.33 Liter Bottle), Restaurants"
Republic of the Congo,8,3.7,12.1,1.35,"Bottled Water (0.33 Liter), Restaurants"
Republic of the Congo,8,3.7,12.1,2.31,"Milk (Regular, 1 Liter), Markets"
Republic of the Congo,8,3.7,12.1,4.97,"Fresh White Bread (500 g Loaf), Markets"
Republic of the Congo,8,3.7,12.1,2.5,"Eggs (12, Large Size), Markets"
Republic of the Congo,8,3.7,12.1,6.76,"Local Cheese (1 kg), Markets"
Republic of the Congo,8,3.7,12.1,0.69,"Bottled Water (1.5 Liter), Markets"
Republic of the Congo,8,3.7,12.1,8.26,"Bottle of Wine (Mid-Range), Markets"
Republic of the Congo,8,3.7,12.1,0.83,"Domestic Beer (0.5 Liter Bottle), Markets"
Republic of the Congo,8,3.7,12.1,1.89,"Imported Beer (0.33 Liter Bottle), Markets"
Republic of the Congo,8,3.7,12.1,3.25,"Cigarettes (Pack of 20, Marlboro), Markets"
Republic of the Congo,8,3.7,12.1,3.71,"Chicken Fillets (1 kg), Markets"
Republic of the Congo,8,3.7,12.1,3,"Apples (1 kg), Markets"
Republic of the Congo,8,3.7,12.1,3.6,"Oranges (1 kg), Markets"
Republic of the Congo,8,3.7,12.1,3.14,"Potatoes (1 kg), Markets"
Republic of the Congo,8,3.7,12.1,1.33,"Lettuce (1 Head), Markets"
Republic of the Congo,8,3.7,12.1,4.04,"Cappuccino (Regular Size), Restaurants"
Republic of the Congo,8,3.7,12.1,3.2,"White Rice (1 kg), Markets"
Republic of the Congo,8,3.7,12.1,4.39,"Tomatoes (1 kg), Markets"
Republic of the Congo,8,3.7,12.1,1.78,"Bananas (1 kg), Markets"
Republic of the Congo,8,3.7,12.1,1.96,"Onions (1 kg), Markets"
Republic of the Congo,8,3.7,12.1,8.21,"Beef Round or Equivalent Back Leg Red Meat (1 kg), Markets"
Laos,7.8,5.7,9.8,2.3,"Meal at an Inexpensive Restaurant, Restaurants"
Laos,7.8,5.7,9.8,18.44,"Meal for Two at a Mid-Range Restaurant (Three Courses, Without Drinks), Restaurants"
Laos,7.8,5.7,9.8,5.53,"Combo Meal at McDonald's (or Equivalent Fast-Food Meal), Restaurants"
Laos,7.8,5.7,9.8,1.38,"Domestic Draft Beer (0.5 Liter), Restaurants"
Laos,7.8,5.7,9.8,1.73,"Imported Beer (0.33 Liter Bottle), Restaurants"
Laos,7.8,5.7,9.8,0.72,"Soft Drink (Coca-Cola or Pepsi, 0.33 Liter Bottle), Restaurants"
Laos,7.8,5.7,9.8,0.45,"Bottled Water (0.33 Liter), Restaurants"
Laos,7.8,5.7,9.8,1.89,"Milk (Regular, 1 Liter), Markets"
Laos,7.8,5.7,9.8,1.03,"Fresh White Bread (500 g Loaf), Markets"
Laos,7.8,5.7,9.8,1.91,"Eggs (12, Large Size), Markets"
Laos,7.8,5.7,9.8,23.85,"Local Cheese (1 kg), Markets"
Laos,7.8,5.7,9.8,0.47,"Bottled Water (1.5 Liter), Markets"
Laos,7.8,5.7,9.8,11.06,"Bottle of Wine (Mid-Range), Markets"
Laos,7.8,5.7,9.8,1.15,"Domestic Beer (0.5 Liter Bottle), Markets"
Laos,7.8,5.7,9.8,1.17,"Imported Beer (0.33 Liter Bottle), Markets"
Laos,7.8,5.7,9.8,2,"Cigarettes (Pack of 20, Marlboro), Markets"
Laos,7.8,5.7,9.8,5.66,"Chicken Fillets (1 kg), Markets"
Laos,7.8,5.7,9.8,1.82,"Apples (1 kg), Markets"
Laos,7.8,5.7,9.8,2.1,"Oranges (1 kg), Markets"
Laos,7.8,5.7,9.8,1.59,"Potatoes (1 kg), Markets"
Laos,7.8,5.7,9.8,1.28,"Lettuce (1 Head), Markets"
Laos,7.8,5.7,9.8,1.68,"Cappuccino (Regular Size), Restaurants"
Laos,7.8,5.7,9.8,1.03,"White Rice (1 kg), Markets"
Laos,7.8,5.7,9.8,2.36,"Tomatoes (1 kg), Markets"
Laos,7.8,5.7,9.8,1.38,"Bananas (1 kg), Markets"
Laos,7.8,5.7,9.8,1.05,"Onions (1 kg), Markets"
Laos,7.8,5.7,9.8,6.12,"Beef Round or Equivalent Back Leg Red Meat (1 kg), Markets"
Central African Republic,7.7,4.9,10.3,3.55,"Domestic Draft Beer (0.5 Liter), Restaurants"
Central African Republic,7.7,4.9,10.3,5.33,"Imported Beer (0.33 Liter Bottle), Restaurants"
Central African Republic,7.7,4.9,10.3,1.78,"Bottled Water (0.33 Liter), Restaurants"
Central African Republic,7.7,4.9,10.3,5.33,"Milk (Regular, 1 Liter), Markets"
Central African Republic,7.7,4.9,10.3,4.44,"Fresh White Bread (500 g Loaf), Markets"
Central African Republic,7.7,4.9,10.3,5.33,"Eggs (12, Large Size), Markets"
Central African Republic,7.7,4.9,10.3,8.88,"Local Cheese (1 kg), Markets"
Central African Republic,7.7,4.9,10.3,2.66,"Bottled Water (1.5 Liter), Markets"
Central African Republic,7.7,4.9,10.3,11.98,"Bottle of Wine (Mid-Range), Markets"
Central African Republic,7.7,4.9,10.3,6.21,"Domestic Beer (0.5 Liter Bottle), Markets"
Central African Republic,7.7,4.9,10.3,4.44,"Imported Beer (0.33 Liter Bottle), Markets"
Central African Republic,7.7,4.9,10.3,4.44,"Cigarettes (Pack of 20, Marlboro), Markets"
Central African Republic,7.7,4.9,10.3,8.88,"Chicken Fillets (1 kg), Markets"
Central African Republic,7.7,4.9,10.3,7.1,"Oranges (1 kg), Markets"
Central African Republic,7.7,4.9,10.3,4.44,"Potatoes (1 kg), Markets"
Central African Republic,7.7,4.9,10.3,2.66,"Lettuce (1 Head), Markets"
Central African Republic,7.7,4.9,10.3,4.44,"White Rice (1 kg), Markets"
Central African Republic,7.7,4.9,10.3,5.33,"Tomatoes (1 kg), Markets"
Central African Republic,7.7,4.9,10.3,6.21,"Onions (1 kg), Markets"
Central African Republic,7.7,4.9,10.3,3.55,"Beef Round or Equivalent Back Leg Red Meat (1 kg), Markets"
Myanmar,7.5,5.5,9.6,2,"Meal at an Inexpensive Restaurant, Restaurants"
Myanmar,7.5,5.5,9.6,18.46,"Meal for Two at a Mid-Range Restaurant (Three Courses, Without Drinks), Restaurants"
Myanmar,7.5,5.5,9.6,5,"Combo Meal at McDonald's (or Equivalent Fast-Food Meal), Restaurants"
Myanmar,7.5,5.5,9.6,1,"Domestic Draft Beer (0.5 Liter), Restaurants"
Myanmar,7.5,5.5,9.6,1.5,"Imported Beer (0.33 Liter Bottle), Restaurants"
Myanmar,7.5,5.5,9.6,0.94,"Soft Drink (Coca-Cola or Pepsi, 0.33 Liter Bottle), Restaurants"
Myanmar,7.5,5.5,9.6,0.67,"Bottled Water (0.33 Liter), Restaurants"
Myanmar,7.5,5.5,9.6,1.56,"Milk (Regular, 1 Liter), Markets"
Myanmar,7.5,5.5,9.6,1.02,"Fresh White Bread (500 g Loaf), Markets"
Myanmar,7.5,5.5,9.6,1.77,"Eggs (12, Large Size), Markets"
Myanmar,7.5,5.5,9.6,8.14,"Local Cheese (1 kg), Markets"
Myanmar,7.5,5.5,9.6,0.44,"Bottled Water (1.5 Liter), Markets"
Myanmar,7.5,5.5,9.6,9.59,"Bottle of Wine (Mid-Range), Markets"
Myanmar,7.5,5.5,9.6,0.9,"Domestic Beer (0.5 Liter Bottle), Markets"
Myanmar,7.5,5.5,9.6,1.37,"Imported Beer (0.33 Liter Bottle), Markets"
Myanmar,7.5,5.5,9.6,1.64,"Cigarettes (Pack of 20, Marlboro), Markets"
Myanmar,7.5,5.5,9.6,5.32,"Chicken Fillets (1 kg), Markets"
Myanmar,7.5,5.5,9.6,5.1,"Apples (1 kg), Markets"
Myanmar,7.5,5.5,9.6,3.07,"Oranges (1 kg), Markets"
Myanmar,7.5,5.5,9.6,2.02,"Potatoes (1 kg), Markets"
Myanmar,7.5,5.5,9.6,1.07,"Lettuce (1 Head), Markets"
Myanmar,7.5,5.5,9.6,1.44,"Cappuccino (Regular Size), Restaurants"
Myanmar,7.5,5.5,9.6,1.48,"White Rice (1 kg), Markets"
Myanmar,7.5,5.5,9.6,2.63,"Tomatoes (1 kg), Markets"
Myanmar,7.5,5.5,9.6,1.05,"Bananas (1 kg), Markets"
Myanmar,7.5,5.5,9.6,1.28,"Onions (1 kg), Markets"
Myanmar,7.5,5.5,9.6,7.22,"Beef Round or Equivalent Back Leg Red Meat (1 kg), Markets"
India,7.2,5.2,9.3,2.23,"Meal at an Inexpensive Restaurant, Restaurants"
India,7.2,5.2,9.3,13.36,"Meal for Two at a Mid-Range Restaurant (Three Courses, Without Drinks), Restaurants"
India,7.2,5.2,9.3,3.9,"Combo Meal at McDonald's (or Equivalent Fast-Food Meal), Restaurants"
India,7.2,5.2,9.3,1.95,"Domestic Draft Beer (0.5 Liter), Restaurants"
India,7.2,5.2,9.3,3.34,"Imported Beer (0.33 Liter Bottle), Restaurants"
India,7.2,5.2,9.3,0.41,"Soft Drink (Coca-Cola or Pepsi, 0.33 Liter Bottle), Restaurants"
India,7.2,5.2,9.3,0.16,"Bottled Water (0.33 Liter), Restaurants"
India,7.2,5.2,9.3,0.68,"Milk (Regular, 1 Liter), Markets"
India,7.2,5.2,9.3,0.49,"Fresh White Bread (500 g Loaf), Markets"
India,7.2,5.2,9.3,0.93,"Eggs (12, Large Size), Markets"
India,7.2,5.2,9.3,4.98,"Local Cheese (1 kg), Markets"
India,7.2,5.2,9.3,0.32,"Bottled Water (1.5 Liter), Markets"
India,7.2,5.2,9.3,8.1,"Bottle of Wine (Mid-Range), Markets"
India,7.2,5.2,9.3,1.79,"Domestic Beer (0.5 Liter Bottle), Markets"
India,7.2,5.2,9.3,2.84,"Imported Beer (0.33 Liter Bottle), Markets"
India,7.2,5.2,9.3,3.9,"Cigarettes (Pack of 20, Marlboro), Markets"
India,7.2,5.2,9.3,2.97,"Chicken Fillets (1 kg), Markets"
India,7.2,5.2,9.3,2.05,"Apples (1 kg), Markets"
India,7.2,5.2,9.3,1.05,"Oranges (1 kg), Markets"
India,7.2,5.2,9.3,0.38,"Potatoes (1 kg), Markets"
India,7.2,5.2,9.3,0.5,"Lettuce (1 Head), Markets"
India,7.2,5.2,9.3,1.79,"Cappuccino (Regular Size), Restaurants"
India,7.2,5.2,9.3,0.68,"White Rice (1 kg), Markets"
India,7.2,5.2,9.3,0.5,"Tomatoes (1 kg), Markets"
India,7.2,5.2,9.3,0.7,"Bananas (1 kg), Markets"
India,7.2,5.2,9.3,0.43,"Onions (1 kg), Markets"
India,7.2,5.2,9.3,5.51,"Beef Round or Equivalent Back Leg Red Meat (1 kg), Markets"
Uganda,6.9,3.6,10,2.82,"Meal at an Inexpensive Restaurant, Restaurants"
Uganda,6.9,3.6,10,28.2,"Meal for Two at a Mid-Range Restaurant (Three Courses, Without Drinks), Restaurants"
Uganda,6.9,3.6,10,8.46,"Combo Meal at McDonald's (or Equivalent Fast-Food Meal), Restaurants"
Uganda,6.9,3.6,10,1.41,"Domestic Draft Beer (0.5 Liter), Restaurants"
Uganda,6.9,3.6,10,2.82,"Imported Beer (0.33 Liter Bottle), Restaurants"
Uganda,6.9,3.6,10,0.44,"Soft Drink (Coca-Cola or Pepsi, 0.33 Liter Bottle), Restaurants"
Uganda,6.9,3.6,10,0.3,"Bottled Water (0.33 Liter), Restaurants"
Uganda,6.9,3.6,10,0.72,"Milk (Regular, 1 Liter), Markets"
Uganda,6.9,3.6,10,1.12,"Fresh White Bread (500 g Loaf), Markets"
Uganda,6.9,3.6,10,1.77,"Eggs (12, Large Size), Markets"
Uganda,6.9,3.6,10,5.44,"Local Cheese (1 kg), Markets"
Uganda,6.9,3.6,10,0.57,"Bottled Water (1.5 Liter), Markets"
Uganda,6.9,3.6,10,10.5,"Bottle of Wine (Mid-Range), Markets"
Uganda,6.9,3.6,10,1.19,"Domestic Beer (0.5 Liter Bottle), Markets"
Uganda,6.9,3.6,10,2.06,"Imported Beer (0.33 Liter Bottle), Markets"
Uganda,6.9,3.6,10,3.43,"Cigarettes (Pack of 20, Marlboro), Markets"
Uganda,6.9,3.6,10,4.95,"Chicken Fillets (1 kg), Markets"
Uganda,6.9,3.6,10,2.69,"Apples (1 kg), Markets"
Uganda,6.9,3.6,10,1.63,"Oranges (1 kg), Markets"
Uganda,6.9,3.6,10,1.45,"Potatoes (1 kg), Markets"
Uganda,6.9,3.6,10,0.94,"Lettuce (1 Head), Markets"
Uganda,6.9,3.6,10,2.74,"Cappuccino (Regular Size), Restaurants"
Uganda,6.9,3.6,10,1.36,"White Rice (1 kg), Markets"
Uganda,6.9,3.6,10,1.5,"Tomatoes (1 kg), Markets"
Uganda,6.9,3.6,10,1.33,"Bananas (1 kg), Markets"
Uganda,6.9,3.6,10,1.52,"Onions (1 kg), Markets"
Uganda,6.9,3.6,10,4.37,"Beef Round or Equivalent Back Leg Red Meat (1 kg), Markets"
South Korea,6.7,7.7,5.7,6.79,"Meal at an Inexpensive Restaurant, Restaurants"
South Korea,6.7,7.7,5.7,40.72,"Meal for Two at a Mid-Range Restaurant (Three Courses, Without Drinks), Restaurants"
South Korea,6.7,7.7,5.7,5.43,"Combo Meal at McDonald's (or Equivalent Fast-Food Meal), Restaurants"
South Korea,6.7,7.7,5.7,3.39,"Domestic Draft Beer (0.5 Liter), Restaurants"
South Korea,6.7,7.7,5.7,4.29,"Imported Beer (0.33 Liter Bottle), Restaurants"
South Korea,6.7,7.7,5.7,1.47,"Soft Drink (Coca-Cola or Pepsi, 0.33 Liter Bottle), Restaurants"
South Korea,6.7,7.7,5.7,0.73,"Bottled Water (0.33 Liter), Restaurants"
South Korea,6.7,7.7,5.7,1.98,"Milk (Regular, 1 Liter), Markets"
South Korea,6.7,7.7,5.7,2.74,"Fresh White Bread (500 g Loaf), Markets"
South Korea,6.7,7.7,5.7,2.74,"Eggs (12, Large Size), Markets"
South Korea,6.7,7.7,5.7,12.73,"Local Cheese (1 kg), Markets"
South Korea,6.7,7.7,5.7,1.09,"Bottled Water (1.5 Liter), Markets"
South Korea,6.7,7.7,5.7,16.97,"Bottle of Wine (Mid-Range), Markets"
South Korea,6.7,7.7,5.7,1.9,"Domestic Beer (0.5 Liter Bottle), Markets"
South Korea,6.7,7.7,5.7,2.64,"Imported Beer (0.33 Liter Bottle), Markets"
South Korea,6.7,7.7,5.7,3.05,"Cigarettes (Pack of 20, Marlboro), Markets"
South Korea,6.7,7.7,5.7,8.41,"Chicken Fillets (1 kg), Markets"
South Korea,6.7,7.7,5.7,7.43,"Apples (1 kg), Markets"
South Korea,6.7,7.7,5.7,5.64,"Oranges (1 kg), Markets"
South Korea,6.7,7.7,5.7,3.45,"Potatoes (1 kg), Markets"
South Korea,6.7,7.7,5.7,2.37,"Lettuce (1 Head), Markets"
South Korea,6.7,7.7,5.7,3.51,"Cappuccino (Regular Size), Restaurants"
South Korea,6.7,7.7,5.7,2.87,"White Rice (1 kg), Markets"
South Korea,6.7,7.7,5.7,5.5,"Tomatoes (1 kg), Markets"
South Korea,6.7,7.7,5.7,3.14,"Bananas (1 kg), Markets"
South Korea,6.7,7.7,5.7,2.68,"Onions (1 kg), Markets"
South Korea,6.7,7.7,5.7,25.88,"Beef Round or Equivalent Back Leg Red Meat (1 kg), Markets"
Nepal,6.6,4.5,8.4,1.74,"Meal at an Inexpensive Restaurant, Restaurants"
Nepal,6.6,4.5,8.4,14.26,"Meal for Two at a Mid-Range Restaurant (Three Courses, Without Drinks), Restaurants"
Nepal,6.6,4.5,8.4,6.96,"Combo Meal at McDonald's (or Equivalent Fast-Food Meal), Restaurants"
Nepal,6.6,4.5,8.4,2.26,"Domestic Draft Beer (0.5 Liter), Restaurants"
Nepal,6.6,4.5,8.4,3.48,"Imported Beer (0.33 Liter Bottle), Restaurants"
Nepal,6.6,4.5,8.4,0.48,"Soft Drink (Coca-Cola or Pepsi, 0.33 Liter Bottle), Restaurants"
Nepal,6.6,4.5,8.4,0.16,"Bottled Water (0.33 Liter), Restaurants"
Nepal,6.6,4.5,8.4,0.72,"Milk (Regular, 1 Liter), Markets"
Nepal,6.6,4.5,8.4,0.46,"Fresh White Bread (500 g Loaf), Markets"
Nepal,6.6,4.5,8.4,1.55,"Eggs (12, Large Size), Markets"
Nepal,6.6,4.5,8.4,7.13,"Local Cheese (1 kg), Markets"
Nepal,6.6,4.5,8.4,0.25,"Bottled Water (1.5 Liter), Markets"
Nepal,6.6,4.5,8.4,6.96,"Bottle of Wine (Mid-Range), Markets"
Nepal,6.6,4.5,8.4,2.27,"Domestic Beer (0.5 Liter Bottle), Markets"
Nepal,6.6,4.5,8.4,3.16,"Imported Beer (0.33 Liter Bottle), Markets"
Nepal,6.6,4.5,8.4,2.78,"Cigarettes (Pack of 20, Marlboro), Markets"
Nepal,6.6,4.5,8.4,3,"Chicken Fillets (1 kg), Markets"
Nepal,6.6,4.5,8.4,2.15,"Apples (1 kg), Markets"
Nepal,6.6,4.5,8.4,1.11,"Oranges (1 kg), Markets"
Nepal,6.6,4.5,8.4,0.41,"Potatoes (1 kg), Markets"
Nepal,6.6,4.5,8.4,0.45,"Lettuce (1 Head), Markets"
Nepal,6.6,4.5,8.4,1.52,"Cappuccino (Regular Size), Restaurants"
Nepal,6.6,4.5,8.4,0.8,"White Rice (1 kg), Markets"
Nepal,6.6,4.5,8.4,0.6,"Tomatoes (1 kg), Markets"
Nepal,6.6,4.5,8.4,0.96,"Bananas (1 kg), Markets"
Nepal,6.6,4.5,8.4,0.61,"Onions (1 kg), Markets"
Nepal,6.6,4.5,8.4,5.67,"Beef Round or Equivalent Back Leg Red Meat (1 kg), Markets"
Sierra Leone,6.5,2.3,10.6,3,"Meal at an Inexpensive Restaurant, Restaurants"
Sierra Leone,6.5,2.3,10.6,35,"Meal for Two at a Mid-Range Restaurant (Three Courses, Without Drinks), Restaurants"
